 TJEHCM0TS01867 -> TJEHCMWWU01638
 TJEHCM0TS01866 -> TJEHCMWWU01637
 TJEHCM0TS01865 -> TJEHCMWWU01636
 TJEHCM0TS01864 -> TJEHCMWWU01635
 TJEHCM0TS01863 -> TJEHCMWWU01634
 TJEHCM0TS01862 -> TJEHCMWWU01633
 TJEHCM0TS01861 -> TJEHCMWWU01632
 TJEHCM0TS01860 -> TJEHCMWWU01631
 TJEHCM0TS01859 -> TJEHCMWWU01630
 TJEHCM0TS01858 -> TJEHCMWWU01629
 TJEHCM0TS01857 -> TJEHCMWWU01628
 TJEHCM0TS01856 -> TJEHCMWWU01627
 TJEHCM0TS01855 -> TJEHCMWWU01626
 TJEHCM0TS01854 -> TJEHCMWWU01625
 TJEHCM0TS01853 -> TJEHCMWWU01624
 TJEHCM0TR02448 -> TJEHCMWWU01623
 TJEHCM0TR02447 -> TJEHCMWWU01622
 TJEHCM0TR02446 -> TJEHCMWWU01621
 TJEHCM0TR02445 -> TJEHCMWWU01620
 TJEHCM0TR02444 -> TJEHCMWWU01619
 TJEHCM0TR02443 -> TJEHCMWWU01618
 TJEHCM0TR02442 -> TJEHCMWWU01617
 TJEHCM0TR02441 -> TJEHCMWWU01616
 TJEHCM0TR02440 -> TJEHCMWWU01615
 TJEHCM0TR02439 -> TJEHCMWWU01614
 TJEHCM0TR02438 -> TJEHCMWWU01613
 TJEHCM0TR02437 -> TJEHCMWWU01612
 TJEHCM0TR02436 -> TJEHCMWWU01611
 TJEHCM0TR02435 -> TJEHCMWWU01610
 TJEHCM0TR02434 -> TJEHCMWWU01609
 TJEHCM0TR02433 -> TJEHCMWWU01608
 TJEHCM0TR02432 -> TJEHCMWWU01607
 TJEHCM0TR02431 -> TJEHCMWWU01606
 TJEHCM0TR02430 -> TJEHCMWWU01605
 TJEHCM0TR02429 -> TJEHCMWWU01604
 TJEHCM0TR02428 -> TJEHCMWWU01603
 TJEHCM0TR02427 -> TJEHCMWWU01602
 TJEHCM0TR02426 -> TJEHCMWWU01601
 TJEHCM0TR02425 -> TJEHCMWWU01600
 TJEHCM0TR02424 -> TJEHCMWWU01599
 TJEHCM0TR02423 -> TJEHCMWWU01598
 TJEHCM0TR02422 -> TJEHCMWWU01597
 TJEHCM0TR02421 -> TJEHCMWWU01596
 TJEHCM0TR02420 -> TJEHCMWWU01595
 TJEHCM0TR02419 -> TJEHCMWWU01594
 TJEHCM0TR02418 -> TJEHCMWWU01593
 TJEHCM0TR02417 -> TJEHCMWWU01592
 TJEHCM0TR02416 -> TJEHCMWWU01591
 TJEHCM0TR02415 -> TJEHCMWWU01590
 TJEHCM0TR02414 -> TJEHCMWWU01589
 TJEHCM0TR02413 -> TJEHCMWWU01588
 TJEHCM0TR02412 -> TJEHCMWWU01587
 TJEHCM0TR02411 -> TJEHCMWWU01586
 TJEHCM0TR02410 -> TJEHCMWWU01585
 TJEHCM0TR02409 -> TJEHCMWWU01584
 TJEHCM0TR02408 -> TJEHCMWVS04225
 TJEHCM0TR02407 -> TJEHCMWVS04224
 TJEHCM0TR02406 -> TJEHCMWVS04223
 TJEHCM0TR02405 -> TJEHCMWVS04222
 TJEHCM0TR02404 -> TJEHCMWVS04221
 TJEHCM0TR02403 -> TJEHCMWVS04220
 TJEHCM0TR02402 -> TJEHCMWVS04219
 TJEHCM0TR02401 -> TJEHCMWVS04218
 TJEHCM0TR02400 -> TJEHCMWVS04217
 TJEHCM0TR02399 -> TJEHCMWVS04216
 TJEHCM0TR02398 -> TJEHCMWVS04215
 TJEHCM0TR02397 -> TJEHCMWVS04214
 TJEHCM0TR02396 -> TJEHCMWVS04213
 TJEHCM0TR02395 -> TJEHCMWVS04212
 TJEHCM0TR02394 -> TJEHCMWVS04211
 TJEHCM0TR02393 -> TJEHCMWVS04210
 TJEHCM0TR02392 -> TJEHCMWVS04209
 TJEHCM0TR02391 -> TJEHCMWVS04208
 TJEHCM0TR02390 -> TJEHCMWVS04207
 TJEHCM0TR02389 -> TJEHCMWVS04206
 TJEHCM0TR02388 -> TJEHCMWVS04205
 TJEHCM0TR02387 -> TJEHCMWVS04204
 TJEHCM0TR02386 -> TJEHCMWVS04203
 TJEHCM0TR02385 -> TJEHCMWVS04202
 TJEHCM0TR02384 -> TJEHCMWVS04201
 TJEHCM0TR02383 -> TJEHCMWVS04200
 TJEHCM0TR02382 -> TJEHCMWVS04199
 TJEHCM0TR02381 -> TJEHCMWVS04198
 TJEHCM0TR02380 -> TJEHCMWVS04197
 TJEHCM0TR02379 -> TJEHCMWVS04196
 TJEHCM0TR02378 -> TJEHCMWVS01013
 TJEHCM0TR02377 -> TJEHCMWVS01012
 TJEHCM0TR02376 -> TJEHCMWVS01011
 TJEHCM0TR02375 -> TJEHCMWVS01010
 TJEHCM0TR02374 -> TJEHCMWVS01009
 TJEHCM0TR02373 -> TJEHCMWVS01008
 TJEHCM0TR02372 -> TJEHCMWVS01007
 TJEHCM0TR02371 -> TJEHCMWVS01006
 TJEHCM0TR02370 -> TJEHCMWVS01005
 TJEHCM0TR02369 -> TJEHCMWVS01004
 TJEHCM0TR02368 -> TJEHCMWVS01003
 TJEHCM0TR02367 -> TJEHCMWVS01002
 TJEHCM0TR02366 -> TJEHCMWVS01001
 TJEHCM0TR02365 -> TJEHCMWVS01000
 TJEHCM0TR02364 -> TJEHCMWVS00999
 TJEHCM0TR02363 -> TJEHCMWVS00998
 TJEHCM0TR02362 -> TJEHCMWVS00997
 TJEHCM0TR02361 -> TJEHCMWVS00996
 TJEHCM0TR02360 -> TJEHCMWVS00995
 TJEHCM0TR02359 -> TJEHCMWVS00994
 TJEHCM0TR02358 -> TJEHCMWVS00993
 TJEHCM0TR02357 -> TJEHCMWVS00992
 TJEHCM0TR02356 -> TJEHCMWVS00991
 TJEHCM0TR02355 -> TJEHCMWVS00990
 TJEHCM0TR02354 -> TJEHCMWVS00989
 TJEHCM0TR02353 -> TJEHCMWVS00988
 TJEHCM0TR02352 -> TJEHCMWVS00987
 TJEHCM0TR02351 -> TJEHCMWVS00986
 TJEHCM0TR02350 -> TJEHCMWVS00985
 TJEHCM0TR02349 -> TJEHCMWVS00984
 TJEHCM0TR02348 -> TJEHCMWVS00983
 TJEHCM0TR02347 -> TJEHCMWVS00982
 TJEHCM0TR02346 -> TJEHCMWVS00981
 TJEHCM0TR02345 -> TJEHCMWVS00980
 TJEHCM0TR02344 -> TJEHCMWVS00979
 TJEHCM0TR02343 -> TJEHCMWVS00978
 TJEHCM0TR02342 -> TJEHCMWVS00977
 TJEHCM0TR02341 -> TJEHCMWVS00976
 TJEHCM0TR02340 -> TJEHCMWVS00975
 TJEHCM0TR02339 -> TJEHCMWVS00974
 TJEHCM0TR02338 -> TJEHCMWVS00973
 TJEHCM0TR02337 -> TJEHCMWVS00972
 TJEHCM0TR02336 -> TJEHCMWVS00971
 TJEHCM0TR02335 -> TJEHCMWVS00970
 TJEHCM0TR02334 -> TJEHCMWVS00969
 TJEHCM0TR02333 -> TJEHCMWVS00968
 TJEHCM0TR02332 -> TJEHCMWVS00967
 TJEHCM0TR02331 -> TJEHCMWVS00966
 TJEHCM0TR02330 -> TJEHCMWVS00965
 TJEHCM0TR02329 -> TJEHCMWVS00964
 TJEHCM0TS01740 -> TJEHCMWWU00891
 TJEHCM0TS01739 -> TJEHCMWWU00890
 TJEHCM0TS01738 -> TJEHCMWWU00889
 TJEHCM0TS01737 -> TJEHCMWWU00888
 TJEHCM0TS01736 -> TJEHCMWWU00887
 TJEHCM0TS01735 -> TJEHCMWWU00886
 TJEHCM0TS01734 -> TJEHCMWWU00885
 TJEHCM0TS01733 -> TJEHCMWWU00884
 TJEHCM0TS01732 -> TJEHCMWWU00883
 TJEHCM0TS01731 -> TJEHCMWWU00882
 TJEHCM0TS01730 -> TJEHCMWWU00881
 TJEHCM0TS01729 -> TJEHCMWWU00880
 TJEHCM0TS01728 -> TJEHCMWWU00879
 TJEHCM0TS01727 -> TJEHCMWWU00878
 TJEHCM0TS01726 -> TJEHCMWWU00877
 TJEHCM0TS01725 -> TJEHCMWWU00876
 TJEHCM0TS01724 -> TJEHCMWWU00875
 TJEHCM0TS01723 -> TJEHCMWWU00874
 TJEHCM0TS01722 -> TJEHCMWWU00873
 TJEHCM0TS01721 -> TJEHCMWWU00872
 TJEHCM0TS01720 -> TJEHCMWWU00871
 TJEHCM0TS01719 -> TJEHCMWWU00870
 TJEHCM0TS01718 -> TJEHCMWWU00869
 TJEHCM0TS01717 -> TJEHCMWWU00868
 TJEHCM0TS01716 -> TJEHCMWWU00867
 TJEHCM0TS01715 -> TJEHCMWWU00866
 TJEHCM0TS01714 -> TJEHCMWWU00865
 TJEHCM0TS01713 -> TJEHCMWWU00864
 TJEHCM0TS01712 -> TJEHCMWWU00863
 TJEHCM0TS01711 -> TJEHCMWWU00862
 TJEHCM0TS01710 -> TJEHCMWWU00861
 TJEHCM0TS01709 -> TJEHCMWWU00860
 TJEHCM0TS01708 -> TJEHCMWWU00859
 TJEHCM0TS01707 -> TJEHCMWWU00858
 TJEHCM0TS01706 -> TJEHCMWWU00857
 TJEHCM0TS01705 -> TJEHCMWWU00856
 TJEHCM0TS01704 -> TJEHCMWWU00855
 TJEHCM0TS01703 -> TJEHCMWWU00854
 TJEHCM0TS01702 -> TJEHCMWWU00853
 TJEHCM0TS01701 -> TJEHCMWWU00852
 TJEHCM0TR02160 -> TJEHCMWWU00851
 TJEHCM0TR02159 -> TJEHCMWWU00850
 TJEHCM0TR02158 -> TJEHCMWWU00849
 TJEHCM0TR02157 -> TJEHCMWWU00848
 TJEHCM0TR02156 -> TJEHCMWWU00847
 TJEHCM0TR02155 -> TJEHCMWWU00846
 TJEHCM0TR02154 -> TJEHCMWWU00845
 TJEHCM0TR02153 -> TJEHCMWWU00844
 TJEHCM0TR02152 -> TJEHCMWWU00843
 TJEHCM0TR02151 -> TJEHCMWWU00842
 TJEHCM0TR02150 -> TJEHCMWWU00841
 TJEHCM0TR02149 -> TJEHCMWWU00840
 TJEHCM0TR02148 -> TJEHCMWWU00839
 TJEHCM0TR02147 -> TJEHCMWWU00838
 TJEHCM0TR02146 -> TJEHCMWWU00837
 TJEHCM0TR02145 -> TJEHCMWWU00836
 TJEHCM0TR02144 -> TJEHCMWWU00835
 TJEHCM0TR02143 -> TJEHCMWWU00834
 TJEHCM0TR02142 -> TJEHCMWWU00833
 TJEHCM0TR02141 -> TJEHCMWVS00578
 TJEHCM0TR02140 -> TJEHCMWVS00577
 TJEHCM0TR02139 -> TJEHCMWVS00576
 TJEHCM0TR02138 -> TJEHCMWVS00575
 TJEHCM0TR02137 -> TJEHCMWVS00574
 TJEHCM0TR02136 -> TJEHCMWVS00573
 TJEHCM0TR02135 -> TJEHCMWVS00572
 TJEHCM0TR02134 -> TJEHCMWVS00571
 TJEHCM0TR02133 -> TJEHCMWVS00570
 TJEHCM0TR02132 -> TJEHCMWVS00569
 TJEHCM0TR02131 -> TJEHCMWVS00568
 TJEHCM0TR02130 -> TJEHCMWVS00567
 TJEHCM0TR02129 -> TJEHCMWVS00566
 TJEHCM0TR02128 -> TJEHCMWVS00565
 TJEHCM0TR02127 -> TJEHCMWVS00564
 TJEHCM0TR02126 -> TJEHCMWVS00563
 TJEHCM0TR02125 -> TJEHCMWVS00562
 TJEHCM0TR02124 -> TJEHCMWVS00561
 TJEHCM0TR02123 -> TJEHCMWVS00560
 TJEHCM0TR02122 -> TJEHCMWVS00559
 TJEHCM0TR02121 -> TJEHCMWVS00558
 TJEHCM0TR02120 -> TJEHCMWVS00557
 TJEHCM0TR02119 -> TJEHCMWVS00556
 TJEHCM0TR02118 -> TJEHCMWVS00555
 TJEHCM0TR02117 -> TJEHCMWVS00554
 TJEHCM0TR02116 -> TJEHCMWVS00553
 TJEHCM0TR02115 -> TJEHCMWVS00552
 TJEHCM0TR02114 -> TJEHCMWVS00551
 TJEHCM0TR02113 -> TJEHCMWVS00550
 TJEHCM0TR02112 -> TJEHCMWVS00549
 TJEHCM0TR02111 -> TJEHCMWVS00548
 TJEHCM0TR02110 -> TJEHCMWVS00547
 TJEHCM0TR02109 -> TJEHCMWVS00546
 TJEHCM0TR02108 -> TJEHCMWVS00545
 TJEHCM0TR02107 -> TJEHCMWVS00544
 TJEHCM0TR02106 -> TJEHCMWVS00543
 TJEHCM0TR02105 -> TJEHCMWVS00542
 TJEHCM0TR02104 -> TJEHCMWVS00541
 TJEHCM0TR02103 -> TJEHCMWVS00540
 TJEHCM0TR02102 -> TJEHCMWVS00539
 TJEHCM2M100300 -> TJEHCMWWU04724
 TJEHCM2M100299 -> TJEHCMWWU04723
 TJEHCM2M100298 -> TJEHCMWWU04722
 TJEHCM2M100297 -> TJEHCMWWU04721
 TJEHCM2M100296 -> TJEHCMWWU04720
 TJEHCM2M100295 -> TJEHCMWWU04719
 TJEHCM2M100294 -> TJEHCMWWU04718
 TJEHCM2M100293 -> TJEHCMWWU04717
 TJEHCM2M100292 -> TJEHCMWWU04716
 TJEHCM2M100291 -> TJEHCMWWU04715
 TJEHCM2M100290 -> TJEHCMWWU04714
 TJEHCM2M100289 -> TJEHCMWWU04713
 TJEHCM2M100288 -> TJEHCMWWU04712
 TJEHCM2M100287 -> TJEHCMWWU04711
 TJEHCM2M100286 -> TJEHCMWWU04710
 TJEHCM2M100285 -> TJEHCMWWU04709
 TJEHCM2M100284 -> TJEHCMWWU04708
 TJEHCM2M100283 -> TJEHCMWWU04707
 TJEHCM2M100282 -> TJEHCMWWU04706
 TJEHCM2M100281 -> TJEHCMWWU04705
 TJEHCM2M100280 -> TJEHCMWWU04704
 TJEHCM2M100279 -> TJEHCMWWU04703
 TJEHCM2M100278 -> TJEHCMWWU04702
 TJEHCM2M100277 -> TJEHCMWWU04701
 TJEHCM2M100276 -> TJEHCMWWU04700
 TJEHCM2M100275 -> TJEHCMWWU04699
 TJEHCM2M100274 -> TJEHCMWWU04698
 TJEHCM2M100273 -> TJEHCMWWU04697
 TJEHCM2M100272 -> TJEHCMWWU04696
 TJEHCM2M100271 -> TJEHCMWWU04695
 TJEHCM2M100270 -> TJEHCMWWU04694
 TJEHCM2M100269 -> TJEHCMWWU04693
 TJEHCM2M100268 -> TJEHCMWWU04692
 TJEHCM2M100267 -> TJEHCMWWU04691
 TJEHCM2M100266 -> TJEHCMWWU04690
 TJEHCM2M100265 -> TJEHCMWWU04689
 TJEHCM2M100264 -> TJEHCMWWU04688
 TJEHCM2M100263 -> TJEHCMWWU04687
 TJEHCM2M100262 -> TJEHCMWWU04686
 TJEHCM2M100261 -> TJEHCMWWU04685
 TJEHCM2M100260 -> TJEHCMWWU04684
 TJEHCM2M100259 -> TJEHCMWWU04683
 TJEHCM2M100258 -> TJEHCMWWU04682
 TJEHCM2M100257 -> TJEHCMWWU04681
